12.438638,-1.085099,-0.904370,-8.012522,-2.903294,2.204806,2.448339,-3.940388,2.000000
21.341476,-1.168894,-1.485798,5.873689,-0.796608,1.452239,-2.127857,1.999658,2.000000
18.082678,-0.203917,9.720163,4.070117,6.776596,-0.494705,-3.356434,2.031986,2.000000
-9.609585,4.889622,-8.536374,4.719323,0.487003,0.272873,1.636930,1.339921,2.000000
27.139325,4.334888,6.359124,7.164111,3.034154,-4.088888,0.321779,-0.467594,2.000000
2.959023,6.858568,3.868281,-1.429284,-0.443076,-2.216199,-0.663496,-1.382065,2.000000
-1.902340,6.463615,3.655789,-3.339900,-4.463412,0.883947,2.540198,0.078698,2.000000
1.125472,9.547251,-5.430340,-2.860304,-0.391736,-3.354273,3.917760,1.180941,2.000000
9.644618,-0.053600,-1.331921,-5.394750,-4.620052,1.249956,2.675686,-3.710911,2.000000
10.409520,-4.729694,1.708795,-8.644381,0.633564,3.936696,1.421149,-3.497138,2.000000
12.815808,-1.332463,-1.234082,-11.814442,-0.430323,1.513981,1.473767,-0.788685,2.000000
17.558526,-4.961326,-0.188793,-6.517070,-2.386210,5.152117,2.975950,0.389140,2.000000
1.064354,11.800384,2.193745,0.101258,1.101059,-1.583837,3.338224,2.053666,2.000000
-2.011730,-1.043185,10.128976,-3.880377,6.448980,2.217928,0.320162,-3.111828,3.000000
0.270525,8.195597,0.484021,0.729941,-0.208893,1.083300,0.859672,1.948110,2.000000
-5.033763,7.539429,-0.509473,-2.727820,-1.580303,-3.329751,2.994737,1.414963,2.000000
-0.395577,6.694831,-0.084402,-5.013816,-3.970691,-0.670506,1.318332,-0.720957,2.000000
-1.132883,9.731848,0.627750,-3.184177,-1.872109,-3.540158,4.001187,2.187480,2.000000
4.775000,5.049969,-1.463004,-2.306452,-4.687201,-1.773863,2.864380,-3.960699,2.000000
-1.427190,-1.420441,6.206224,-4.048787,8.214778,3.125045,3.705290,-3.035512,3.000000
14.404146,-3.939411,-5.926688,-8.488665,1.098536,4.359337,-0.023370,0.319344,2.000000
2.786264,-0.809927,-5.688486,-3.922976,0.557392,-4.546086,0.699473,2.096610,2.000000
-21.714432,-1.247636,2.735813,0.404138,1.264323,0.393826,0.018580,0.256891,1.000000
-23.078276,-3.277769,0.279596,-0.427184,-0.101460,-0.357081,-0.821346,1.160932,1.000000
-23.401991,-1.641104,3.485452,-0.252441,0.367127,-0.243722,-0.381396,-0.107692,1.000000
-24.694425,-0.645904,2.145188,1.731053,-1.928426,1.133234,-0.091867,-1.508158,1.000000
